id,column,annotation,noise_type
7324370718894951682.mp4_scene_5,shot_scale_vlm_1b_07,WS (Wide Shot),Invalid label
7324370718894951682.mp4_scene_5,shot_scale_vlm_1b_08,MS (Medium Shot),Invalid label
7324370718894951682.mp4_scene_5,shot_scale_vlm_1b_10_filler,"The shot scale in this image is a Medium Shot (MS). The subject, which includes multiple individuals running with guns, is framed from the waist up and occupies most of the frame. The background, while not as prominent as in a wide shot, still provides context to the scene.",Invalid label
7324370718894951682.mp4_scene_5,shot_scale_vlm_1c_09_tuple,"('Medium full shot', 'The subject is framed from the knees up and takes up most of the frame, with a clear focus on the soldiers running in the foreground against the sunset backdrop.)",Tuple format error
7324370718894951682.mp4_scene_5,shot_scale_vlm_1c_10_filler,"The shot scale of this still image is ""Medium shot"". The subject (the soldiers) is framed from the waist up, and they take up most of the frame.",Invalid label
7324370718894951682.mp4_scene_6,shot_scale_vlm_1b_06,WS (Wide Shot),Invalid label
7324370718894951682.mp4_scene_6,shot_scale_vlm_1b_07,WS (Wide Shot),Invalid label
7324370718894951682.mp4_scene_6,shot_scale_vlm_1b_08,WS (Wide Shot),Invalid label
7324370718894951682.mp4_scene_6,shot_scale_vlm_1b_10_filler,"The shot scale in this image is a Medium Shot (MS). The subject, which includes the soldiers practicing with guns, is framed from the waist up and takes up most of the frame. The background, while not as prominent as it might be in a wider shot, still provides context for the scene.",Invalid label
7324370718894951682.mp4_scene_6,shot_scale_vlm_1c_09_tuple,"('Medium full shot', 'The subject is framed from the knees up and takes up most of the frame, with a clear view of the soldiers' actions and the surrounding environment.)",Tuple format error
7324370718894951682.mp4_scene_6,shot_scale_vlm_1c_10_filler,"The shot scale of this still image is a Medium shot. The subject (the soldiers) is framed from the waist up, and they take up most of the frame.",Invalid label
7324370718894951682.mp4_scene_7,shot_scale_vlm_1c_10_filler,"The shot scale of this still image is a ""Medium shot"". The subject, a person in military uniform holding a firearm, is framed from the waist up and takes up most of the frame.",Invalid label
7324370718894951682.mp4_scene_8,shot_scale_vlm_1c_10_filler,"The shot scale of this still image is a Medium shot. The subject, a person in military attire, is framed from the waist up and takes up most of the frame. The background includes a landscape with some distant objects, but they are not the main focus of the shot.",Invalid label
7324370718894951682.mp4_scene_9,shot_scale_vlm_1b_09_tuple,"('Empty', 'Motivation: The frame is completely black with no visible subject or environment, making it an empty shot.)",Tuple format error
7324370718894951682.mp4_scene_9,shot_scale_vlm_1c_09_tuple,"(Uncertain, 'Motivation') - The image appears to be completely black with no discernible subject or focus, making it difficult to classify as any specific shot scale.",Tuple format error
7324370718894951682.mp4_scene_10,shot_scale_vlm_1c_10_filler,"The shot scale of this still image is 'Medium shot'. The subject (a person holding a gun) is framed from the waist up, and they take up most of the frame.",Invalid label
7324370718894951682.mp4_scene_11,shot_scale_vlm_1c_10_filler,"The shot scale of this still image is a Medium shot. The subject (a person holding a gun) is framed from the waist up, and they take up most of the frame.",Invalid label
7324370718894951682.mp4_scene_12,shot_scale_vlm_1c_10_filler,The shot scale of this still image is a Close up.,Invalid label
7324370718894951682.mp4_scene_13,shot_scale_vlm_1c_10_filler,"The shot scale of this still image is a ""Medium shot"". The subject, a person in military uniform holding a gun, is framed from the waist up and takes up most of the frame.",Invalid label
7324370718894951682.mp4_scene_14,shot_scale_vlm_1c_10_filler,"The shot scale of this still image is a ""Medium shot"". The subject (the soldiers) is framed from the waist up, and they take up most of the frame.",Invalid label
7324370718894951682.mp4_scene_15,shot_scale_vlm_1c_10_filler,The shot scale of this still image is 'Medium shot'.,Invalid label
7324370718894951682.mp4_scene_16,shot_scale_vlm_1b_06,FS (Full Shot),Invalid label
7324370718894951682.mp4_scene_16,shot_scale_vlm_1b_07,FS (Full Shot),Invalid label
7324370718894951682.mp4_scene_16,shot_scale_vlm_1b_08,FS (Full Shot),Invalid label
7324370718894951682.mp4_scene_16,shot_scale_vlm_1b_10_filler,"The shot scale in this image is a Medium Shot (MS). The subject, which are soldiers standing in a line, are framed from the waist up and take up most of the frame. The background includes the landscape and sky, but it is not as prominent as the subjects themselves.",Invalid label
7324370718894951682.mp4_scene_16,shot_scale_vlm_1c_10_filler,The shot scale of this still image is 'Medium shot'.,Invalid label
7324370718894951682.mp4_scene_17,shot_scale_vlm_1b_06,WS (Wide Shot),Invalid label
7324370718894951682.mp4_scene_17,shot_scale_vlm_1b_07,FS (Full Shot),Invalid label
7324370718894951682.mp4_scene_17,shot_scale_vlm_1b_08,WS (Wide Shot),Invalid label
7324370718894951682.mp4_scene_17,shot_scale_vlm_1b_10_filler,"The shot scale in this image is a Medium Shot (MS). The subject, which are soldiers, are framed from the waist up and take up most of the frame.",Invalid label
7324370718894951682.mp4_scene_17,shot_scale_vlm_1c_10_filler,"The shot scale of this still image is a Medium shot. The subject (the soldiers) is framed from the waist up, and they take up most of the frame.",Invalid label
7324294674678549762.mp4_scene_1,shot_scale_vlm_1c_10_filler,"The shot scale of this still image is a ""Close up"". The subject (a person in uniform) takes up most of the frame from head to shoulders, with minimal background detail.",Invalid label
7317601260947918082.mp4_scene_1,shot_scale_vlm_1c_10_filler,The shot scale of this still image is a Close Up.,Invalid label
7317601260947918082.mp4_scene_2,shot_scale_vlm_1c_10_filler,"The shot scale of this still image is a ""Medium shot"". The subject (a person in military uniform) is framed from the waist up, with the background occupying a significant portion of the frame.",Invalid label
7317601260947918082.mp4_scene_3,shot_scale_vlm_1c_10_filler,"The shot scale of this still image is a ""Close up"". The subject (a person in military uniform) takes up most of the frame from head to shoulders, with the background being less prominent.",Invalid label
7317601260947918082.mp4_scene_4,shot_scale_vlm_1c_10_filler,"The shot scale of this still image is a ""Close up"". The subject, a person in military uniform, occupies most of the frame from head to shoulders.",Invalid label
7317601260947918082.mp4_scene_5,shot_scale_vlm_1c_09_tuple,"(Uncertain, 'Motivation') - The image appears to be an empty frame with no discernible subject or focus, showing only a blue background. However, without additional context or visual elements, it's difficult to classify the shot scale accurately.",Tuple format error
7317601260947918082.mp4_scene_6,shot_scale_vlm_1c_10_filler,"The shot scale of this still image is a ""Close up"". The subject (a person in military uniform) takes up most of the frame from head to shoulders, with minimal background detail.",Invalid label
7317601260947918082.mp4_scene_7,shot_scale_vlm_1c_10_filler,"The shot scale of this still image is ""Close up"".",Invalid label
7317601260947918082.mp4_scene_8,shot_scale_vlm_1c_10_filler,"The shot scale of this still image is ""Medium shot"".",Invalid label
7317601260947918082.mp4_scene_10,shot_scale_vlm_1a_09_tuple,"('Empty', 'Motivation: The frame contains no discernible subject or focus, only the number ""1"" and some text on a blue background.)",Tuple format error
7317601260947918082.mp4_scene_10,shot_scale_vlm_1b_09_tuple,"('Empty', 'Motivation: The frame contains no discernible subject or focus, only the number ""1"" and some text on a blue background.)",Tuple format error
7317601260947918082.mp4_scene_10,shot_scale_vlm_1c_07,Uncertain.,Invalid label
7317601260947918082.mp4_scene_10,shot_scale_vlm_1c_10_filler,The shot scale of this still image is 'Close up'.,Invalid label
7317601260947918082.mp4_scene_12,shot_scale_vlm_1b_09_tuple,"('Empty', 'Motivation: The frame shows text and a white background with no discernible subject or focus, indicating that it is an empty shot.)",Tuple format error
7317601260947918082.mp4_scene_12,shot_scale_vlm_1c_06,Uncertain.,Invalid label
7317601260947918082.mp4_scene_12,shot_scale_vlm_1c_07,Uncertain.,Invalid label
7317601260947918082.mp4_scene_12,shot_scale_vlm_1c_09_tuple,"(Uncertain, 'Motivation') - The image appears to be a text-based graphic with no discernible subject or focus. It is not clear if there is any background or environment present in the image. Therefore, it is classified as 'Uncertain'.",Tuple format error
7317601260947918082.mp4_scene_12,shot_scale_vlm_1c_10_filler,"The shot scale of this still image is 'Medium shot'. The subject (the text) is framed from the waist up, and it takes up most of the frame.",Invalid label
7317601260947918082.mp4_scene_13,shot_scale_vlm_1c_08,Uncertain.,Invalid label
7317601260947918082.mp4_scene_13,shot_scale_vlm_1c_10_filler,The shot scale of this still image is 'Medium shot'.,Invalid label
7317601260947918082.mp4_scene_14,shot_scale_vlm_1c_10_filler,"The shot scale of this still image is a ""Close up"".",Invalid label
7317601260947918082.mp4_scene_15,shot_scale_vlm_1c_09_tuple,"('Medium full shot', 'The subject is framed from the knees up and occupies most of the frame, with a clear focus on the silhouette of a soldier against a crowd background.)",Tuple format error
7317601260947918082.mp4_scene_15,shot_scale_vlm_1c_10_filler,"The shot scale of this still image is ""Medium shot"". The subject (a silhouette of a soldier) is framed from the waist up, and the background includes other silhouettes of people, making it a medium shot.",Invalid label
7317601260947918082.mp4_scene_16,shot_scale_vlm_1b_10_filler,"The shot scale in this image can be classified as ""Medium Close-Up"" (MCU). The subject is framed from the head up to the shoulders and takes up most of the frame.",Invalid label
7317601260947918082.mp4_scene_16,shot_scale_vlm_1c_09_tuple,"(Uncertain, 'Motivation') - The image appears to be a digital illustration with silhouettes and text overlay, making it difficult to determine the shot scale definitively. However, the presence of silhouettes and text suggests that the focus is on the overall composition rather than a specific subject or detail.",Tuple format error
7317601260947918082.mp4_scene_17,shot_scale_vlm_1a_09_tuple,"('Uncertain', 'Motivation: The image contains silhouettes and text overlay, making it difficult to determine the exact scale without more context or a clearer view of the subjects within the frame.)",Tuple format error
7317601260947918082.mp4_scene_17,shot_scale_vlm_1c_09_tuple,"('Medium close up', 'The subject (a silhouette of a soldier) takes up most of the frame from head to shoulders, with the background consisting of silhouettes of people and text overlays.)",Tuple format error
7317601260947918082.mp4_scene_17,shot_scale_vlm_1c_10_filler,"The shot scale of this still image is ""Medium shot"". The subject (a silhouette of a soldier) is framed from the waist up, and the background includes other silhouettes of people, making it a medium shot.",Invalid label
7317601260947918082.mp4_scene_18,shot_scale_vlm_1a_09_tuple,"('Empty', 'Motivation: The image does not have any discernible subject or focus, only showing the number ""3"" and some text on a blue background.)",Tuple format error
7317601260947918082.mp4_scene_18,shot_scale_vlm_1b_09_tuple,"('Empty', 'Motivation: The frame contains no discernible subject or focus, only the number ""3"" and some text on a blue background.)",Tuple format error
7317601260947918082.mp4_scene_18,shot_scale_vlm_1c_09_tuple,"(Uncertain, 'Motivation') - The image appears to be an empty frame with no discernible subject or focus. However, there are some visual elements that could suggest a medium close up or close up shot, such as the text and the number ""3"" which might be part of the subject matter. Without more context or additional frames, it is difficult to determine the exact shot scale.",Tuple format error
7317601260947918082.mp4_scene_18,shot_scale_vlm_1c_10_filler,"The shot scale of this still image is ""Empty"".",Invalid label
7317601260947918082.mp4_scene_19,shot_scale_vlm_1c_10_filler,"The shot scale of this still image is ""Close up"".",Invalid label
7317601260947918082.mp4_scene_20,shot_scale_vlm_1c_10_filler,"The shot scale of this still image is a ""Close up"". The subject, a person in military uniform, occupies most of the frame from head to shoulders.",Invalid label
7317601260947918082.mp4_scene_22,shot_scale_vlm_1c_10_filler,"The shot scale of this still image is a ""Close up"".",Invalid label
7317601260947918082.mp4_scene_23,shot_scale_vlm_1c_10_filler,"The shot scale of this still image is ""Close up"".",Invalid label
7317601260947918082.mp4_scene_24,shot_scale_vlm_1c_10_filler,"The shot scale of this still image is a ""Close up"".",Invalid label
7317601260947918082.mp4_scene_25,shot_scale_vlm_1c_09_tuple,"(Uncertain, 'Motivation') - The image appears to be completely black with no discernible subject or focus, making it difficult to classify as any specific shot scale.",Tuple format error
7317201174090779905.mp4_scene_1,shot_scale_vlm_1c_10_filler,"The shot scale of this still image is ""Medium shot"". The subject (a person) is framed from the waist up, and the background is visible but not as prominent as in a wide shot.",Invalid label
7317201174090779905.mp4_scene_2,shot_scale_vlm_1b_09_tuple,"('Medium Shot', 'The subjects are framed from the waist up, with the background (a field and sky) visible but not dominating the scene.')",Invalid label
7317201174090779905.mp4_scene_2,shot_scale_vlm_1c_07,Medium shot.,Invalid label
7317201174090779905.mp4_scene_2,shot_scale_vlm_1c_10_filler,"The shot scale of this still image is a Medium shot. The subject (a person) is framed from the waist up, and the background is visible but not as prominent as in a wide shot.",Invalid label
7317201174090779905.mp4_scene_3,shot_scale_vlm_1c_09_tuple,"('Medium full shot', 'The image shows a door and some graffiti on a wall, with the subject being the door itself. The background includes the surrounding area, but it is not as prominent as in a wide shot or full shot.)",Tuple format error
7317201174090779905.mp4_scene_3,shot_scale_vlm_1c_10_filler,"The shot scale of this still image is 'Medium shot'. The subject (the door and the wall) is framed from the waist up, with the background details providing context to the scene.",Invalid label
7317201174090779905.mp4_scene_4,shot_scale_vlm_1c_10_filler,"The shot scale of this still image is a ""Medium shot"". The subject (a person) is framed from the waist up, and the background is visible but not as prominent as in a wide shot.",Invalid label
7317201174090779905.mp4_scene_5,shot_scale_vlm_1c_10_filler,"The shot scale of this still image is ""Medium shot"". The subject, a person standing in an indoor setting, is framed from the waist up and takes up most of the frame.",Invalid label
7317201174090779905.mp4_scene_6,shot_scale_vlm_1b_10_filler,"The shot scale in this image is a Medium Shot (MS). The subject, a person standing in a room with various items scattered around, fills the frame from the waist up. The background includes some details of the room but does not dominate the scene.",Invalid label
7317201174090779905.mp4_scene_6,shot_scale_vlm_1c_09_tuple,"('Medium full shot', 'The subject is framed from the knees up and occupies most of the frame, with the background showing a cluttered room but not dominating the subject.)",Tuple format error
7317201174090779905.mp4_scene_6,shot_scale_vlm_1c_10_filler,"The shot scale of this still image is a Medium shot. The subject (a person) is framed from the waist up, and the background is visible but not as prominent as in a wide shot.",Invalid label
7317201174090779905.mp4_scene_7,shot_scale_vlm_1c_10_filler,"The shot scale of this still image is ""Medium shot"". The subject (a person standing in a bomb shelter) is framed from the waist up, and the background is less prominent than in a wide shot.",Invalid label
7317201174090779905.mp4_scene_8,shot_scale_vlm_1b_09_tuple,"('Empty', 'Motivation: The image focuses on a broken window with shards of glass and text overlay, but there is no discernible subject or focus within the frame.)",Tuple format error
7317201174090779905.mp4_scene_8,shot_scale_vlm_1c_10_filler,The shot scale of this still image is 'Medium shot'.,Invalid label
7315022331728989442.mp4_scene_1,shot_scale_vlm_1c_06,Medium shot.,Invalid label
7315022331728989442.mp4_scene_1,shot_scale_vlm_1c_10_filler,"The shot scale of this still image is a Medium shot. The subject (a person in military uniform) is framed from the waist up, and the background is visible but not as prominent as the subject.",Invalid label
7315022331728989442.mp4_scene_3,shot_scale_vlm_1b_07,MS (Medium Shot),Invalid label
7315022331728989442.mp4_scene_3,shot_scale_vlm_1b_08,WS (Wide Shot),Invalid label
7315022331728989442.mp4_scene_3,shot_scale_vlm_1b_10_filler,"The shot scale in this image is a Medium Shot (MS). The subject, which appears to be a group of individuals in a military setting, is framed from the waist up and occupies most of the frame. The background includes elements of the environment but does not dominate the scene.",Invalid label
7315022331728989442.mp4_scene_3,shot_scale_vlm_1c_09_tuple,"('Medium full shot', 'The subject is framed from the knees up and occupies most of the frame, with a clear focus on the individual soldier amidst the group.)",Tuple format error
7315022331728989442.mp4_scene_3,shot_scale_vlm_1c_10_filler,"The shot scale of this still image is ""Medium shot"". The subject (soldiers) is framed from the waist up, and they take up most of the frame.",Invalid label
7315022331728989442.mp4_scene_4,shot_scale_vlm_1c_06,Medium shot.,Invalid label
7315022331728989442.mp4_scene_4,shot_scale_vlm_1c_10_filler,"The shot scale of this still image is a ""Medium shot"". The subject, a person in military uniform, is framed from the waist up and takes up most of the frame. The background includes some landscape details but is not the main focus.",Invalid label
7315022331728989442.mp4_scene_5,shot_scale_vlm_1c_10_filler,"The shot scale of this still image is a ""Medium shot"". The subject (a person in military uniform) is framed from the waist up, with the background visible but not dominating the frame.",Invalid label
7315022331728989442.mp4_scene_6,shot_scale_vlm_1c_10_filler,"The shot scale of this still image is ""Medium shot"". The subject (a person in a military uniform) is framed from the waist up, with the background visible but not dominating the frame.",Invalid label
7315022331728989442.mp4_scene_7,shot_scale_vlm_1c_10_filler,"The shot scale of this still image is 'Medium shot'. The subject (a person in military uniform) is framed from the waist up, with the background visible but not dominating the frame.",Invalid label
7315022331728989442.mp4_scene_8,shot_scale_vlm_1c_10_filler,"The shot scale of this still image is a ""Medium shot"". The subject, a person in military uniform, is framed from the waist up and takes up most of the frame. The background includes some environmental details but is not the main focus.",Invalid label
7315022331728989442.mp4_scene_9,shot_scale_vlm_1b_10_filler,"The shot scale in this image is a Medium Close-Up (MCU). The subject, which is a vehicle, takes up most of the frame from the head to the shoulders.",Invalid label
7315022331728989442.mp4_scene_9,shot_scale_vlm_1c_10_filler,"The shot scale of this still image is ""Medium shot"". The subject (the Humvee) is framed from the waist up, and the background is less prominent than in a wide shot.",Invalid label
7315022331728989442.mp4_scene_10,shot_scale_vlm_1c_10_filler,The shot scale of this still image is 'Close up'.,Invalid label
7315022331728989442.mp4_scene_11,shot_scale_vlm_1c_10_filler,The shot scale of this still image is 'Wide shot'.,Invalid label
7315022331728989442.mp4_scene_12,shot_scale_vlm_1c_10_filler,"The shot scale of this still image is a ""Close up"". The subject, a person in military attire, occupies most of the frame from head to shoulders.",Invalid label
7315022331728989442.mp4_scene_13,shot_scale_vlm_1a_04_tuple,"('Wide shot', 'The frame shows an entire damaged building with furniture and debris scattered around it, indicating that the subject (the building) is fully visible within its environment but not dominating the frame as a close-up would.)",Tuple format error
7315022331728989442.mp4_scene_13,shot_scale_vlm_1c_10_filler,The shot scale of this still image is 'Medium full shot'.,Invalid label
7315022331728989442.mp4_scene_14,shot_scale_vlm_1c_10_filler,"The shot scale of this still image is 'Medium shot'. The subject (the room) is framed from the waist up, and the background details are visible but not as prominent as in a wide shot.",Invalid label
7315022331728989442.mp4_scene_16,shot_scale_vlm_1c_10_filler,The shot scale of this still image is 'Wide shot'.,Invalid label
7315022331728989442.mp4_scene_17,shot_scale_vlm_1c_10_filler,The shot scale of this still image is a Close up.,Invalid label
7315022331728989442.mp4_scene_18,shot_scale_vlm_1c_10_filler,"The shot scale of this still image is ""Medium close up"". The subject (a person in military uniform) takes up most of the frame from head to shoulders, and the background is less prominent.",Invalid label
7315022331728989442.mp4_scene_19,shot_scale_vlm_1c_10_filler,"The shot scale of this still image is a ""Close up"". The subject, a person in military uniform, occupies most of the frame from head to shoulders.",Invalid label
7315022331728989442.mp4_scene_20,shot_scale_vlm_1c_10_filler,"The shot scale of this still image is a ""Medium shot"". The subject, a person in military uniform, is framed from the waist up and takes up most of the frame. The background includes some environmental details but does not dominate the scene.",Invalid label
7315022331728989442.mp4_scene_21,shot_scale_vlm_1c_07,Medium shot.,Invalid label
7315022331728989442.mp4_scene_21,shot_scale_vlm_1c_10_filler,The shot scale of this still image is a Close Up.,Invalid label
7314608725224967425.mp4_scene_1,shot_scale_vlm_1c_10_filler,"The shot scale of this still image is ""Medium shot"".",Invalid label
7314608725224967425.mp4_scene_2,shot_scale_vlm_1b_06,WS (Wide Shot),Invalid label
7314608725224967425.mp4_scene_2,shot_scale_vlm_1c_09_tuple,"(Uncertain, 'Motivation') - The image appears to be taken from an aerial perspective, showing a large vehicle and some soldiers on the ground. However, due to the angle and lack of clear focus on any specific subject or detail, it is difficult to accurately classify the shot scale.",Tuple format error
7314608725224967425.mp4_scene_2,shot_scale_vlm_1c_10_filler,The shot scale of this still image is 'Wide shot'.,Invalid label
7314608725224967425.mp4_scene_3,shot_scale_vlm_1c_10_filler,"The shot scale of this still image is a ""Medium shot"". The subject, a person in military uniform, is framed from the waist up and takes up most of the frame.",Invalid label
7314608725224967425.mp4_scene_4,shot_scale_vlm_1a_09_tuple,"('Uncertain', 'Uncertain')",Motivation too short
7314608725224967425.mp4_scene_4,shot_scale_vlm_1c_09_tuple,"(Uncertain, 'Motivation') - The image appears to be taken from a video with a focus on a tunnel-like structure, but it is unclear if there is a discernible subject in the frame. The background and environment are visible, which could suggest an empty shot or a wide shot. However, without more context or a clear subject, it is difficult to accurately classify the shot scale.",Tuple format error
7314608725224967425.mp4_scene_4,shot_scale_vlm_1c_10_filler,The shot scale of this still image is 'Medium full shot'.,Invalid label
7314608725224967425.mp4_scene_5,shot_scale_vlm_1a_09_tuple,"('Uncertain', 'The image appears to be focused on a mechanical component, possibly part of an air conditioning system, but it's difficult to determine the scale without more context or visible subjects.)",Tuple format error
7314608725224967425.mp4_scene_5,shot_scale_vlm_1c_09_tuple,"(Uncertain, 'Motivation') - The image appears to be focused on a mechanical component, possibly part of an air conditioning system. However, due to the low resolution and lack of clear visual elements, it is difficult to determine the exact shot scale with certainty.",Tuple format error
7314608725224967425.mp4_scene_6,shot_scale_vlm_1c_10_filler,"The shot scale of this still image is a ""Close up"".",Invalid label
7314608725224967425.mp4_scene_7,shot_scale_vlm_1b_09_tuple,"('Medium Shot', 'The subjects are framed from the waist up, with the background showing some details but not dominating the scene.')",Invalid label
7314608725224967425.mp4_scene_7,shot_scale_vlm_1c_10_filler,The shot scale of this still image is 'Medium shot'.,Invalid label
7314608725224967425.mp4_scene_8,shot_scale_vlm_1b_08,FS (Full Shot),Invalid label
7314608725224967425.mp4_scene_8,shot_scale_vlm_1b_10_filler,"The shot scale in this image is a Medium Shot (MS). The subject, which appears to be people standing in a line at an airport or similar setting, is framed from the waist up and occupies most of the frame.",Invalid label
7314608725224967425.mp4_scene_8,shot_scale_vlm_1c_10_filler,The shot scale of this still image is 'Medium shot'.,Invalid label
7314608725224967425.mp4_scene_9,shot_scale_vlm_1c_10_filler,"The shot scale of this still image is a ""Close up"". The subject, a person in military uniform, occupies most of the frame from head to shoulders.",Invalid label
7314608725224967425.mp4_scene_11,shot_scale_vlm_1c_10_filler,"The shot scale of this still image is ""Close up"".",Invalid label
7314608725224967425.mp4_scene_12,shot_scale_vlm_1b_09_tuple,"('Medium Shot', 'The subject is framed from the waist up and takes up most of the frame, with the background showing people passing through turnstiles at a train station, indicating that the shot focuses on the subject while still providing context about their environment.')",Invalid label
7314608725224967425.mp4_scene_12,shot_scale_vlm_1b_10_filler,"The shot scale in this image is a Medium Shot (MS). The subject, a man standing at a ticket gate, is framed from the waist up and takes up most of the frame. The background includes other people and the ticket gates, but they are not as prominent as the main subject.",Invalid label
7314608725224967425.mp4_scene_13,shot_scale_vlm_1c_10_filler,The shot scale of this still image is 'Medium shot'.,Invalid label
7314608725224967425.mp4_scene_14,shot_scale_vlm_1b_08,WS (Wide Shot),Invalid label
7314608725224967425.mp4_scene_14,shot_scale_vlm_1b_10_filler,"The shot scale in this image is a Medium Shot (MS). The subject, a person standing on a street, is framed from the waist up and occupies most of the frame.",Invalid label
7314608725224967425.mp4_scene_15,shot_scale_vlm_1b_06,WS (Wide Shot),Invalid label
7314608725224967425.mp4_scene_15,shot_scale_vlm_1b_08,WS (Wide Shot),Invalid label
7314608725224967425.mp4_scene_15,shot_scale_vlm_1b_10_filler,"The shot scale in this image is a Medium Shot (MS). The subject, which appears to be a group of people in an indoor setting, is framed from the waist up and occupies most of the frame.",Invalid label
7314608725224967425.mp4_scene_15,shot_scale_vlm_1c_09_tuple,"(Uncertain, Motivation: The image shows multiple subjects in an indoor setting with some text overlay. However, it is unclear if there is a single subject or focus point within the frame due to the overlapping figures and lack of clear separation between them.)",Tuple format error
7314608725224967425.mp4_scene_15,shot_scale_vlm_1c_10_filler,The shot scale of this still image is 'Wide shot'.,Invalid label
7314608725224967425.mp4_scene_16,shot_scale_vlm_1c_09_tuple,"(Uncertain, Motivation: The image appears to be a wide shot as it shows a bench and part of a building in the background. However, there is no clear subject or focus, making it difficult to classify with certainty.)",Tuple format error
7314608725224967425.mp4_scene_16,shot_scale_vlm_1c_10_filler,The shot scale of this still image is 'Medium full shot'.,Invalid label
7314608725224967425.mp4_scene_17,shot_scale_vlm_1c_09_tuple,"(Uncertain, 'Motivation') - The image appears to be an abstract or blurred background with no discernible subject or focus. It does not fit into any of the defined shot scales due to its lack of clarity and identifiable elements.",Tuple format error
7314608725224967425.mp4_scene_18,shot_scale_vlm_1c_10_filler,"The shot scale of this still image is 'Medium shot'. The subject (the damaged room) is framed from the waist up, and the background details are visible but not as prominent as in a wide shot.",Invalid label
7314608725224967425.mp4_scene_19,shot_scale_vlm_1c_10_filler,"The shot scale of this still image is a ""Close up"". The subject, a person in military uniform, fills most of the frame from head to shoulders.",Invalid label
7314608725224967425.mp4_scene_20,shot_scale_vlm_1c_07,Uncertain.,Invalid label
7314608725224967425.mp4_scene_20,shot_scale_vlm_1c_09_tuple,"(Uncertain, 'Motivation') - The image appears to be taken from inside a tunnel or underground structure with some objects and debris visible on the ground. However, it's difficult to determine the exact shot scale without more context or visual information about the subject matter.",Tuple format error
7314608725224967425.mp4_scene_20,shot_scale_vlm_1c_10_filler,The shot scale of this still image is 'Medium full shot'.,Invalid label
7314608725224967425.mp4_scene_21,shot_scale_vlm_1b_09_tuple,"('Empty', 'Motivation: The image shows an aerial view of a cityscape with buildings and streets, but there are no discernible subjects or focal points within the frame.)",Tuple format error
7314608725224967425.mp4_scene_21,shot_scale_vlm_1c_09_tuple,"(Uncertain, 'Motivation') - The image appears to be an aerial view of a cityscape with buildings and streets visible. However, it is difficult to determine the exact shot scale as there are no clear subjects or focal points in the frame.",Tuple format error
7314608725224967425.mp4_scene_21,shot_scale_vlm_1c_10_filler,The shot scale of this still image is 'Wide shot'.,Invalid label
7313921434873629953.mp4_scene_1,shot_scale_vlm_1c_09_tuple,"('Medium close up', 'The subject is framed from the head up and takes up most of the frame, with a clear focus on the person's face and upper body.)",Tuple format error
7313921434873629953.mp4_scene_1,shot_scale_vlm_1c_10_filler,"The shot scale of this still image is a ""Medium close up"". The subject (a person in military uniform) takes up most of the frame from head to shoulders, with some background visible.",Invalid label
7313921434873629953.mp4_scene_2,shot_scale_vlm_1c_10_filler,The shot scale of this still image is a Close up.,Invalid label
7313921434873629953.mp4_scene_3,shot_scale_vlm_1c_10_filler,"The shot scale of this still image is a ""Medium shot"". The subject (a person) is framed from the waist up, and the background is visible but not as prominent as in a wide shot.",Invalid label
7313921434873629953.mp4_scene_4,shot_scale_vlm_1c_10_filler,"The shot scale of this still image is ""Close up"".",Invalid label
7313921434873629953.mp4_scene_5,shot_scale_vlm_1c_10_filler,"The shot scale of this still image is ""Medium shot"". The subject (the person standing in the tunnel) is framed from the waist up, with the background showing the interior of the tunnel.",Invalid label
7313921434873629953.mp4_scene_6,shot_scale_vlm_1c_10_filler,"The shot scale of this still image is a Close up. The subject (a person in military gear) takes up most of the frame from head to shoulders, with the background showing a tunnel-like setting.",Invalid label
7312113109848575234.mp4_scene_1,shot_scale_vlm_1c_10_filler,"The shot scale of this still image is a ""Medium shot"". The subject (a person in military uniform) is framed from the waist up, with the background being less prominent.",Invalid label
7312113109848575234.mp4_scene_2,shot_scale_vlm_1b_09_tuple,"('Empty', 'uncertain')",Motivation too short
7312113109848575234.mp4_scene_2,shot_scale_vlm_1c_10_filler,"The shot scale of this still image is ""Medium close up"".",Invalid label
7312113109848575234.mp4_scene_3,shot_scale_vlm_1a_09_tuple,"('Uncertain', 'Uncertain')",Motivation too short
7312113109848575234.mp4_scene_3,shot_scale_vlm_1c_09_tuple,"('Medium close up', 'The subject is framed from the head up and takes up most of the frame, with a focus on a text document against a wooden background.)",Tuple format error
7312113109848575234.mp4_scene_3,shot_scale_vlm_1c_10_filler,"The shot scale of this still image is ""Medium close up"". The subject (the text on the book) takes up most of the frame from the head to the shoulders, and the background is not prominent.",Invalid label
7312113109848575234.mp4_scene_4,shot_scale_vlm_1c_09_tuple,"('Medium close up', 'The image focuses on a text document held by a person, with the person's face not visible and only their hands and part of their body in view, making it a medium close-up shot.)",Tuple format error
7312113109848575234.mp4_scene_4,shot_scale_vlm_1c_10_filler,The shot scale of this still image is 'Close up'.,Invalid label
7312113109848575234.mp4_scene_5,shot_scale_vlm_1c_09_tuple,"(Uncertain, 'Motivation') - The image appears to be a close-up of a text on a blue background with some wooden texture visible at the top and bottom edges. However, without more context or visual information about the subject matter, it is difficult to determine the shot scale accurately.",Tuple format error
