id,url,from_dataset,start_frame,start_time,start_fps,end_frame,end_time,end_fps,scene_num,num_scenes_detected,total_video_frames,total_video_duration,face_locations_list,face_count,face_list,gender_list,m_count,f_count,spox_gender,shot_scale_vlm_1a_01,shot_scale_vlm_1a_02,shot_scale_vlm_1a_03,shot_scale_vlm_1a_04_tuple,shot_scale_vlm_1a_05_filler,shot_scale_vlm_1a_06,shot_scale_vlm_1a_07,shot_scale_vlm_1a_08,shot_scale_vlm_1a_09_tuple,shot_scale_vlm_1a_10_filler,shot_scale_vlm_1b_01,shot_scale_vlm_1b_02,shot_scale_vlm_1b_03,shot_scale_vlm_1b_04_tuple,shot_scale_vlm_1b_05_filler,shot_scale_vlm_1b_06,shot_scale_vlm_1b_07,shot_scale_vlm_1b_08,shot_scale_vlm_1b_09_tuple,shot_scale_vlm_1b_10_filler,shot_scale_vlm_1c_01,shot_scale_vlm_1c_02,shot_scale_vlm_1c_03,shot_scale_vlm_1c_04_tuple,shot_scale_vlm_1c_05_filler,shot_scale_vlm_1c_06,shot_scale_vlm_1c_07,shot_scale_vlm_1c_08,shot_scale_vlm_1c_09_tuple,shot_scale_vlm_1c_10_filler,shot_scale_classifier_1,shot_scale_classifier_2,shot_scale_classifier_3,setting_vlm_2a_01,setting_vlm_2b_01,setting_vlm_2c_01,location_vlm_01,location_vlm_02,location_vlm_03,combat_presence_vlm_01,combat_presence_vlm_02,combat_presence_vlm_03
7326535798906457346.mp4_scene_2,7326535798906457346,3d0ad485936bf3a6518f8633d15848b8,27,0 days 00:00:01.126000,23.976,101,0 days 00:00:04.213000,23.976,2,27,2623,0 days 00:01:49.401000,[],0,[],[],0,0,no_spox,Empty,Uncertain,Uncertain,"('Empty', ""The frame contains only text and a small cloud-like shape with no discernible subject or focus."")",Empty,Empty,Empty,Empty,"('Empty', 'The image has no discernible subject or focus, showing only the text and background, which fits the definition of an empty shot.')",Empty,Empty,Empty,Empty,"('Empty', 'The frame contains only text and a small cloud-like shape with no discernible subject or focus.')",Empty,Empty,Empty,Empty,"('Empty', 'Motivation: The frame contains no discernible subject or focus, showing only the text and background colors without any people or objects present.')",Empty,Uncertain,Uncertain,Uncertain,"('Empty', 'The frame shows only text and a small cloud of smoke with no discernible subject or focus.')",Empty,Empty,Empty,Empty,"(Uncertain, Motivation: The image appears to be an empty frame with no discernible subject or focus, showing only the setting or environment.)",The shot scale of this still image is 'Empty'.,Empty,Empty,Empty,war zone,smoky sky,war zone,Graphics,Graphics,Graphics,Non-combat,Non-combat,Non-combat
7326535798906457346.mp4_scene_3,7326535798906457346,3d0ad485936bf3a6518f8633d15848b8,101,0 days 00:00:04.213000,23.976,205,0 days 00:00:08.550000,23.976,3,27,2623,0 days 00:01:49.401000,"[(277, 348, 598, 27)]",1,['face_260'],['M'],1,0,M,Close up,Close up,Close up,"('Close up', 'The subject's face and upper body are prominently featured, with their facial expressions clearly visible, indicating this shot focuses on capturing detailed emotions and reactions.')",Close up,Close up,Close up,Medium shot,"('Close up', 'The subject fills most of the frame from head to shoulders, with minimal background details visible.')",Close up,MCU,MCU,MCU,"('CU', 'The subject fills most of the frame and their head and shoulders are prominently featured.')",MCU,CU (Close-Up),CU,CU,"('CU', 'The shot focuses on the subject from head to shoulders and takes up most of the frame, with no other discernible subjects or background details visible.')",CU,Medium close up,Medium close up,Close up,"('Medium close up', 'The subject's face and upper body are fully visible with some background detail, indicating a medium close-up shot.')",Medium close up,Close up,Medium close up,Medium close up,"('Medium close up', 'The subject takes up most of the frame from head to shoulders, with a focus on their face and upper body, indicating a close-up shot that emphasizes the subject's expression and details.')",The shot scale of this still image is a Close up.,Medium close up,Medium close up,Medium close up,outdoor,outdoor setting,outdoor forest,Outdoor,Outdoor,Outdoor,Non-combat,Non-combat,Non-combat
7326535798906457346.mp4_scene_4,7326535798906457346,3d0ad485936bf3a6518f8633d15848b8,205,0 days 00:00:08.550000,23.976,277,0 days 00:00:11.553000,23.976,4,27,2623,0 days 00:01:49.401000,"[(167, 340, 390, 117)]",1,['face_260'],['M'],1,0,M,Close up,Close up,Close up,"('Close up', 'The subject fills most of the frame and their face is prominently featured.')",Close up,Medium shot,Medium shot,Medium shot,"('Full shot', 'The subject is fully visible from head to toe and takes up most of the frame, with the background less prominent than in wide shots.')",Close up,MCU,MCU,MCU,"('MCU', 'The subject is framed from chest up and takes up most of the frame, focusing on their upper body and face.')",MCU,CU,CU,CU,"('CU', 'The subject fills most of the frame from head to shoulders, with the background showing some foliage but not dominating the shot.')",CU,Medium close up,Medium close up,Medium close up,"('Medium close up', 'The subject is framed from the chest up and takes up most of the frame, focusing on their upper body and face.')",Medium close up,Medium shot,Medium shot.,Medium shot,"('Medium close up', 'The subject takes up most of the frame from head to shoulders, with a clear focus on their face and upper body against a blurred background')","The shot scale of this still image is a ""Medium shot"". The subject, a person in military uniform, is framed from the waist up and takes up most of the frame. The background is less prominent than in a wide shot but more so than in a close-up.",Medium shot,Medium shot,Medium shot,outdoor,outdoor park,outdoor forest,Outdoor,Outdoor,Outdoor,Non-combat,Non-combat,Non-combat
7326535798906457346.mp4_scene_5,7326535798906457346,3d0ad485936bf3a6518f8633d15848b8,277,0 days 00:00:11.553000,23.976,315,0 days 00:00:13.138000,23.976,5,27,2623,0 days 00:01:49.401000,[],0,[],[],0,0,no_spox,Empty,Empty,Empty,"('Empty', ""The frame contains only text and a brushstroke graphic with no discernible subject or focus."")",Empty,Empty,Empty,Empty,"('Empty', 'The image appears to be an empty frame with no discernible subject or focus, showing only the text and background. The text is centrally aligned and covers a significant portion of the frame, making it difficult to determine if there is any additional visual content beyond this text. This classification is based on the absence of any visual elements that could be considered part of a cinematographic shot scale.')",Empty,Empty,Empty,Empty,"('Empty', 'The frame contains only text and a logo with no discernible subject or focus.')",Empty,Empty,Empty,Empty,"('Empty', 'The image appears to be an introductory screen for a video, with no discernible subject or focus within the frame. The text and logo are the primary elements, suggesting that this is likely the beginning of a video rather than a shot from within the video itself.')",Empty,Empty,Empty,Empty,"('Empty', 'The frame contains only text and a brushstroke graphic with no discernible subject or focus.')",Empty,Empty,Empty,Empty,"(Uncertain, Motivation: The image appears to be a title screen with text overlaying a solid color background. There are no discernible subjects or focal points within the frame, making it difficult to classify the shot scale.)","The shot scale of this still image is ""Empty"". It shows only the setting or environment without any discernible subject or focus.",Empty,Empty,Empty,introductory slide,indoor space,military base,Graphics,Graphics,Graphics,Graphics,Graphics,Graphics
7326535798906457346.mp4_scene_6,7326535798906457346,3d0ad485936bf3a6518f8633d15848b8,315,0 days 00:00:13.138000,23.976,411,0 days 00:00:17.142000,23.976,6,27,2623,0 days 00:01:49.401000,"[(222, 324, 407, 139)]",1,['face_260'],['M'],1,0,M,Close up,Close up,Close up,"('Medium close up', 'The subject's head and shoulders are fully visible with some background detail, indicating this shot focuses on capturing facial expressions and upper body details.')",Medium close up,Medium shot,Medium shot,Medium shot,"('Medium full shot', 'The subject occupies most of the frame from head to knees, with the background showing some trees and foliage but not dominating the scene.')",Close up,MCU,MCU,MCU,"('MCU', 'The subject is framed from chest up and takes up most of the frame, focusing on their upper body and face.')",MCU,CU,CU,CU,"('CU', 'The subject fills most of the frame from head to shoulders, with the background showing some trees and foliage, but not enough detail to classify as a full shot or wider')",CU,Medium close up,Medium close up,Medium close up,"('Medium close up', 'The subject is framed from the chest up and takes up most of the frame, focusing on their upper body and face.')",Medium close up,Medium close up,Medium close up,Close up,"('Medium close up', 'The subject occupies most of the frame from head to shoulders, with the background consisting of a blurred outdoor setting that does not distract from the main focus on the individual in uniform.')","The shot scale of this still image is a ""Medium shot"". The subject, a person in military uniform, is framed from the waist up and takes up most of the frame.",Medium shot,Medium shot,Medium shot,outdoor forest,outdoor forest,outdoor forest,Outdoor,Outdoor,Outdoor,Non-combat,Non-combat,Non-combat
7326535798906457346.mp4_scene_7,7326535798906457346,3d0ad485936bf3a6518f8633d15848b8,411,0 days 00:00:17.142000,23.976,483,0 days 00:00:20.145000,23.976,7,27,2623,0 days 00:01:49.401000,"[(277, 384, 598, 63)]",1,['face_260'],['M'],1,0,M,Close up,Close up,Close up,"('Medium close up', 'The subject's face and upper body are prominently featured, with only part of their shoulders visible, indicating this shot focuses on facial expressions and upper body language.')",Medium close up,Medium close up,Medium shot,Medium close up,"('Close up', 'The subject occupies most of the frame from head to shoulders and there are no other discernible subjects or background details.')",Close up,MCU,MCU,MCU,"('MCU', 'The subject's face and upper body are prominently featured, with only their shoulders visible at the bottom edge of the frame. This suggests a medium close-up shot where the focus is on facial expressions and upper body language.')",MCU,CU,CU,CU,"('CU', 'The subject occupies most of the frame from head to shoulders, with the background consisting of foliage and text overlay, indicating a close-up shot that captures the facial expressions and details of the subject.')",CU,Medium close up,Medium close up,Medium close up,"('Medium close up', 'The subject's face and upper body are fully visible, with their head taking up most of the frame.')",Medium close up,Medium shot,Medium close up,Medium shot,"('Medium close up', 'The subject takes up most of the frame from head to shoulders and there are no other discernible subjects or focus points within the frame, indicating a close-up shot')","The shot scale of this still image is a ""Close up"".",Medium close up,Medium close up,Medium close up,outdoor,outdoor forest,outdoor forest,Outdoor,Outdoor,Outdoor,Non-combat,Non-combat,Non-combat
7326535798906457346.mp4_scene_8,7326535798906457346,3d0ad485936bf3a6518f8633d15848b8,483,0 days 00:00:20.145000,23.976,529,0 days 00:00:22.064000,23.976,8,27,2623,0 days 00:01:49.401000,[],0,[],[],0,0,no_spox,Uncertain,Uncertain,Uncertain,"('Empty', 'The frame contains only text and abstract shapes with no discernible subject or focus.')",Empty,Empty,Empty,Empty,"('Empty', 'The image does not contain any discernible subject or focus, only text and abstract art elements are present within the frame.')",Empty,Empty,Empty,Empty,"('Empty', 'The frame shows only text and abstract shapes without any discernible subject or focus.')",Empty,Empty,Empty,Empty,"('Empty', 'Motivation: The image is completely devoid of any discernible subject or focus, only showing the text and background elements without any human presence or objects that could be classified into one of the shot scales provided.)",Empty,Empty,Uncertain,Uncertain,"('Empty', 'The frame shows only text and a circular design with no discernible subject or focus.')",Empty,Empty,Uncertain.,Empty,"('Empty', 'The image is completely empty with no discernible subject or focus, only text and a logo on a plain background. There are no visual elements that suggest a specific shot scale.')","The shot scale of this still image is ""Empty"". It shows only the setting or environment without any discernible subject or focus.",Empty,Empty,Empty,abstract art,abstract art,military base,Graphics,Graphics,Graphics,Graphics,Graphics,Graphics
7326535798906457346.mp4_scene_9,7326535798906457346,3d0ad485936bf3a6518f8633d15848b8,529,0 days 00:00:22.064000,23.976,763,0 days 00:00:31.823000,23.976,9,27,2623,0 days 00:01:49.401000,[],0,[],[],0,0,no_spox,Medium close up,Medium close up,Medium close up,"('Medium close up', ""The subject's face and upper body are prominently featured, with their head taking up most of the frame, indicating this is a medium close-up shot."")",Medium close up,Close up,Close up,Medium shot,"('Close up', 'The subject takes up most of the frame and is framed from the head up to the shoulders, with minimal background details visible.')",Close up,MCU,MCU,MCU,"('MCU', 'The subject's face and upper body are clearly visible with some background detail, indicating this shot focuses on capturing facial expressions and upper body language.')",MCU,CU,CU,CU,"('CU', 'The subject occupies most of the frame from head to shoulders, with the background providing context but not dominating the scene.')",CU,Medium close up,Medium close up,Medium close up,"('Medium close up', 'The subject's face and upper torso are fully visible, with their head taking up most of the frame.')",Medium close up,Close up,Close up,Close up,"('Medium close up', 'The subject is framed from the head up to the shoulders and takes up most of the frame, indicating a close-up shot that focuses on the individual's facial expressions and upper body gestures.')",Close up,Medium close up,Medium close up,Medium close up,outdoor military,outdoor forest,outdoor forest,Outdoor,Outdoor,Outdoor,Non-combat,Non-combat,Non-combat
7326535798906457346.mp4_scene_10,7326535798906457346,3d0ad485936bf3a6518f8633d15848b8,763,0 days 00:00:31.823000,23.976,853,0 days 00:00:35.577000,23.976,10,27,2623,0 days 00:01:49.401000,"[(201, 386, 387, 201)]",1,['face_260'],['M'],1,0,M,Close up,Close up,Close up,"('Medium full shot', 'The subject is framed from the knees up, showing their upper body and part of their arms, with the background slightly visible but not dominating.')",Close up,Medium close up,Medium close up,Medium close up,"('Close up', 'The subject occupies most of the frame from head to shoulders and there are no other discernible subjects or background details.')",Close up,MCU,MCU,MCU,"('MCU', 'The subject is framed from chest up and takes up most of the frame, focusing on their facial expression and upper body.')",MCU,CU,CU,CU,"('CU', 'The subject occupies most of the frame from head to shoulders, with no other discernible subjects or background details visible.')",CU,Medium close up,Close up,Close up,"('Medium close up', 'The subject is framed from the chest up and takes up most of the frame, focusing on their facial expression and upper body.')",Medium close up,Close up,Close up,Close up,"('Medium close up', 'The subject takes up most of the frame from head to shoulders and is framed closely, indicating a medium close-up shot that focuses on the individual's facial expressions and reactions.')","The shot scale of this still image is ""Close up"".",Medium shot,Medium shot,Medium shot,outdoor forest,outdoor forest,outdoor forest,Outdoor,Outdoor,Outdoor,Non-combat,Non-combat,Non-combat
7326535798906457346.mp4_scene_11,7326535798906457346,3d0ad485936bf3a6518f8633d15848b8,853,0 days 00:00:35.577000,23.976,953,0 days 00:00:39.748000,23.976,11,27,2623,0 days 00:01:49.401000,"[(277, 384, 598, 63)]",1,['face_260'],['M'],1,0,M,Close up,Close up,Close up,"('Close up', 'The subject's face and upper body are prominently featured, taking up most of the frame with text overlay, indicating this shot is a close-up.')",Close up,Close up,Close up,Close up,"('Close up', 'The subject fills most of the frame from head to shoulders, with minimal background visible and no other discernible subjects present.')",Close up,MCU,MCU,MCU,"('MCU', 'The subject's face and upper body are clearly visible with text overlay, indicating this shot focuses on capturing facial expressions and upper body language.')",MCU,CU,CU (Close-Up),CU,"('CU', 'The shot focuses on the subject's face and upper body, with no background details visible, making it a close-up shot that captures the facial expressions and emotions of the person.')",CU,Medium close up,Medium close up,Medium close up,"('Medium close up', 'The subject's face and upper body are prominently featured, with their expression being the focal point, indicating a medium close-up shot.')",Medium close up,Close up,Close up,Close up,"('Medium close up', 'The subject takes up most of the frame from head to shoulders, with a focus on their face and upper body, indicating a close-up shot that emphasizes the subject's expression and details.')","The shot scale of this still image is ""Close up"".",Close up,Close up,Close up,outdoor,outdoor forest,outdoor forest,Outdoor,Outdoor,Outdoor,Non-combat,Non-combat,Non-combat
7326535798906457346.mp4_scene_12,7326535798906457346,3d0ad485936bf3a6518f8633d15848b8,953,0 days 00:00:39.748000,23.976,1013,0 days 00:00:42.251000,23.976,12,27,2623,0 days 00:01:49.401000,[],0,[],[],0,0,no_spox,Uncertain,Uncertain,Uncertain,"('Empty', ""The image contains text and abstract brush strokes but no discernible subject or focus."")",Empty,Empty,Empty,Empty,"('Empty', 'The image is a text overlay with no discernible subject or focus, showing only the setting or environment.')",Empty,Empty,Empty,Empty,"('Empty', 'The frame contains only text and no discernible subject or focus.')",Empty,Empty,Empty,Empty,"('Empty', 'Motivation: The image is completely devoid of any discernible subject or focus, only showing a grayish background with some text overlay.)",Empty,Uncertain,Uncertain,Uncertain,"('Empty', 'The frame contains only text and a background with no discernible subject or focus.')",Empty,Empty,Empty,Empty,"('Empty', 'The image is completely empty with no discernible subject or focus, showing only the text and background patterns.')",Empty,Empty,Empty,Empty,terrorist attack,military base,military base,Graphics,Graphics,Graphics,Non-combat,Non-combat,Non-combat
7326535798906457346.mp4_scene_13,7326535798906457346,3d0ad485936bf3a6518f8633d15848b8,1013,0 days 00:00:42.251000,23.976,1054,0 days 00:00:43.961000,23.976,13,27,2623,0 days 00:01:49.401000,"[(277, 455, 598, 134)]",1,['face_260'],['M'],1,0,M,Close up,Close up,Close up,"('Medium close up', 'The subject's face and upper body are prominently featured, with only part of their head visible at the top edge of the frame.')",Medium close up,Close up,Close up,Close up,"('Close up', 'The subject fills most of the frame from head to shoulders and there are no other discernible subjects or background details that would suggest a wider shot scale.')",Close up,MCU,MCU,MCU,"('MCU', 'The subject's face and upper body are prominently featured with text overlay, indicating this shot focuses closely on the individual while capturing their facial expressions.')",MCU,CU,CU,CU,"('CU', 'The subject fills most of the frame from head to shoulders, with the background slightly visible but not dominating the shot.')",CU,Medium close up,Medium close up,Medium close up,"('Medium close up', 'The subject's face and upper body are prominently featured, with only part of their head visible at the top edge of the frame.')",Medium close up,Close up,Close up,Close up,"('Medium close up', 'The subject occupies most of the frame from head to shoulders, with the background slightly blurred and out of focus.')","The shot scale of this still image is ""Close up"".",Medium close up,Medium close up,Medium close up,military base,jungle setting,jungle,Outdoor,Outdoor,Outdoor,Non-combat,Non-combat,Non-combat
7326535798906457346.mp4_scene_14,7326535798906457346,3d0ad485936bf3a6518f8633d15848b8,1054,0 days 00:00:43.961000,23.976,1160,0 days 00:00:48.382000,23.976,14,27,2623,0 days 00:01:49.401000,"[(192, 365, 415, 142)]",1,['face_260'],['M'],1,0,M,Medium close up,Medium close up,Medium close up,"('Medium close up', 'The subject's face and upper body are prominently featured, with only slight background visible, indicating this shot focuses on the individual rather than their surroundings.')",Medium close up,Close up,Medium shot,Medium close up,"('Close up', 'The subject occupies most of the frame from head to shoulders and there are no other significant objects or background details present.')",Close up,MCU,MCU,MCU,"('MCU', 'The subject is framed from chest up and takes up most of the frame, focusing on their upper body and face.')",MCU,CU,CU,CU,"('CU', 'The subject occupies most of the frame from head to shoulders, with the background slightly visible but not dominating the shot.')",CU,Medium close up,Medium close up,Medium close up,"('Medium close up', 'The subject is framed from the chest up and takes up most of the frame, focusing on their upper body.')",Medium close up,Medium shot,Medium shot,Medium shot,"('Medium close up', 'The subject takes up most of the frame from head to shoulders, with a clear focus on their face and upper body, indicating a close-up shot that emphasizes the subject's expression and details.')",The shot scale of this still image is a Close up.,Medium shot,Medium shot,Medium shot,military base,outdoor forest,military base,Outdoor,Outdoor,Outdoor,Non-combat,Non-combat,Non-combat
7326535798906457346.mp4_scene_15,7326535798906457346,3d0ad485936bf3a6518f8633d15848b8,1160,0 days 00:00:48.382000,23.976,1225,0 days 00:00:51.093000,23.976,15,27,2623,0 days 00:01:49.401000,"[(290, 409, 558, 141)]",1,['face_260'],['M'],1,0,M,Close up,Close up,Close up,"('Close up', 'The subject fills most of the frame and their face and upper body are clearly visible, indicating this shot scale.')",Close up,Close up,Close up,Close up,"('Close up', 'The subject takes up most of the frame and is shown from head to shoulders, with minimal background detail visible.')",Close up,MCU,MCU,CU,"('CU', 'The subject fills most of the frame and focuses on their face and upper body, indicating a close-up shot.')",MCU,CU,CU,CU,"('CU', 'The subject fills most of the frame from head to shoulders, with minimal background visible, indicating a close-up shot that focuses on facial expressions and details.')",CU,Close up,Close up,Close up,"('Medium close up', 'The subject is framed from the chest up and takes up most of the frame, focusing on their facial expression.')",Medium close up,Close up,Close up,Close up,"('Close up', 'The subject takes up most of the frame from head to shoulders and there are no other discernible subjects or background details.')","The shot scale of this still image is ""Close up"".",Medium close up,Medium close up,Medium close up,outdoor,outdoor forest,outdoor forest,Outdoor,Outdoor,Outdoor,Non-combat,Non-combat,Non-combat
7326535798906457346.mp4_scene_16,7326535798906457346,3d0ad485936bf3a6518f8633d15848b8,1225,0 days 00:00:51.093000,23.976,1396,0 days 00:00:58.225000,23.976,16,27,2623,0 days 00:01:49.401000,"[(167, 365, 390, 142)]",1,['face_260'],['M'],1,0,M,Close up,Close up,Close up,"('Medium close up', 'The subject's face and upper body are fully visible, with focus on their facial expression and attire, indicating this shot scale.')",Medium close up,Medium close up,Medium close up,Medium shot,"('Close up', 'The subject occupies most of the frame from head to shoulders, with minimal background details visible.')",Close up,MCU,MCU,MCU,"('MCU', 'The subject is framed from chest up and takes up most of the frame, focusing on their upper body and face.')",MCU,CU,CU,CU,"('CU', 'The subject fills most of the frame from head to shoulders, with the background showing some trees and foliage, but not enough detail to be considered a wide shot or full shot.')",CU,Medium close up,Medium close up,Medium close up,"('Medium close up', 'The subject is framed from the chest up and takes up most of the frame, focusing on their upper body.')",Medium close up,Medium close up,Close up,Medium shot,"('Medium close up', 'The subject is framed from the head up to the shoulders and takes up most of the frame, with a focus on the person's face and upper body')","The shot scale of this still image is a ""Close up"". The subject, a person in military uniform, occupies most of the frame from head to shoulders.",Medium shot,Medium shot,Medium shot,outdoor forest,outdoor forest,outdoor forest,Outdoor,Outdoor,Outdoor,Non-combat,Non-combat,Non-combat
7326535798906457346.mp4_scene_17,7326535798906457346,3d0ad485936bf3a6518f8633d15848b8,1396,0 days 00:00:58.225000,23.976,1494,0 days 00:01:02.312000,23.976,17,27,2623,0 days 00:01:49.401000,"[(290, 379, 558, 111)]",1,['face_260'],['M'],1,0,M,Close up,Close up,Close up,"('Close up', 'The subject's face and upper body are prominently featured, filling most of the frame with their facial expression being the focal point.')",Medium close up,Close up,Close up,Close up,"('Close up', 'The subject fills most of the frame from head to shoulders, with minimal background detail visible.')",Close up,MCU,MCU,MCU,"('MCU', 'The subject's face and upper body are clearly visible with some background detail, indicating it is a medium close-up shot.')",MCU,CU,CU,CU,"('CU', 'The subject occupies most of the frame from head to shoulders, with no other significant objects or background details visible.')",CU,Medium close up,Medium close up,Medium close up,"('Medium close up', 'The subject's face and upper body are fully visible, with focus on their facial expression and attire, indicating a medium close-up shot.')",Medium close up,Close up,Close up,Close up,"('Medium close up', 'The subject takes up most of the frame from head to shoulders, with a clear focus on their face and upper body.')","The shot scale of this still image is ""Close up"".",Medium close up,Medium close up,Medium close up,outdoor,outdoor forest,outdoor forest,Outdoor,Outdoor,Outdoor,Non-combat,Non-combat,Non-combat
7326535798906457346.mp4_scene_18,7326535798906457346,3d0ad485936bf3a6518f8633d15848b8,1494,0 days 00:01:02.312000,23.976,1637,0 days 00:01:08.277000,23.976,18,27,2623,0 days 00:01:49.401000,"[(201, 366, 387, 180)]",1,['face_260'],['M'],1,0,M,Close up,Medium close up,Medium close up,"('Medium full shot', 'The subject is framed from the knees up, showing their upper body and face clearly against a natural background.')",Close up,Medium shot,Medium shot,Medium shot,"('Close up', 'The subject fills most of the frame from head to shoulders, with minimal background details visible due to the close framing and focus on the individual's face and upper body.')",Medium shot,MCU,MCU,MCU,"('MCU', 'The subject is framed from chest up and takes up most of the frame, focusing on their upper body and face.')",MCU,CU,CU,CU,"('CU', 'The subject occupies most of the frame from head to shoulders, with the background being blurred and out of focus, indicating a close-up shot that emphasizes the subject's facial expressions and details.')",CU,Medium close up,Medium close up,Medium close up,"('Medium close up', 'The subject is framed from the chest up and takes up most of the frame, focusing on their upper body.')",Medium close up,Medium shot,Medium shot,Medium shot,"('Medium close up', 'The subject takes up most of the frame from head to shoulders, with a clear focus on their face and upper body, indicating a close-up shot that emphasizes the subject's expression and details.')","The shot scale of this still image is ""Medium shot"". The subject, a person in military uniform, is framed from the waist up and takes up most of the frame.",Medium shot,Medium shot,Medium shot,outdoor forest,outdoor forest,outdoor forest,Outdoor,Outdoor,Outdoor,Non-combat,Non-combat,Non-combat
7326535798906457346.mp4_scene_19,7326535798906457346,3d0ad485936bf3a6518f8633d15848b8,1637,0 days 00:01:08.277000,23.976,1701,0 days 00:01:10.946000,23.976,19,27,2623,0 days 00:01:49.401000,"[(241, 348, 562, 27)]",1,['face_260'],['M'],1,0,M,Medium close up,Medium close up,Medium close up,"('Medium close up', 'The subject's face and upper body are fully visible, with focus on their expression and attire, indicating this shot scale.')",Medium close up,Close up,Close up,Close up,"('Close up', 'The subject occupies most of the frame from head to shoulders and there are no other discernible subjects or background details that would suggest a wider shot scale.')",Close up,MCU,MCU,MCU,"('MCU', 'The subject is framed from the chest up and takes up most of the frame, focusing on their upper body and face.')",MCU,CU,CU,CU,"('CU', 'The subject occupies most of the frame from head to shoulders, with the background providing context but not dominating the shot.')",CU,Medium close up,Medium close up,Medium close up,"('Medium close up', 'The subject's face and upper body are fully visible with some background detail, indicating a medium close-up shot.')",Medium close up,Close up,Close up,Close up,"('Medium close up', 'The subject takes up most of the frame from head to shoulders, with a clear focus on their face and upper body, indicating a close-up shot that emphasizes the subject's expression and details.')",The shot scale of this still image is a Close up.,Medium close up,Medium close up,Medium close up,outdoor,outdoor forest,outdoor forest,Outdoor,Outdoor,Outdoor,Non-combat,Non-combat,Non-combat
7326535798906457346.mp4_scene_20,7326535798906457346,3d0ad485936bf3a6518f8633d15848b8,1701,0 days 00:01:10.946000,23.976,1800,0 days 00:01:15.075000,23.976,20,27,2623,0 days 00:01:49.401000,"[(167, 340, 390, 117)]",1,['face_260'],['M'],1,0,M,Medium close up,Medium close up,Medium close up,"('Medium close up', 'The subject's face and upper body are prominently featured, with their facial expression being the focal point, indicating this shot is a medium close-up.')",Medium close up,Medium shot,Medium shot,Medium shot,"('Full shot', 'The subject is fully visible from head to toe and the background is less prominent than in wide shots.')",Medium shot,MCU,MCU,MCU,"('MCU', 'The subject is framed from chest up and takes up most of the frame, focusing on their upper body and face.')",MCU,CU,CU,CU,"('CU', 'The subject takes up most of the frame from head to shoulders, with the background providing context but not dominating the shot.')",CU,Medium close up,Medium close up,Medium close up,"('Medium close up', 'The subject is framed from the chest up and takes up most of the frame.')",Medium close up,Medium shot,Medium shot,Medium shot,"('Medium close up', 'The subject takes up most of the frame from head to shoulders, with a clear focus on their facial expressions and upper body posture.')",The shot scale of this still image is a Close up.,Medium close up,Medium close up,Medium close up,outdoor forest,outdoor park,outdoor forest,Outdoor,Outdoor,Outdoor,Non-combat,Non-combat,Non-combat
7326535798906457346.mp4_scene_21,7326535798906457346,3d0ad485936bf3a6518f8633d15848b8,1800,0 days 00:01:15.075000,23.976,1835,0 days 00:01:16.535000,23.976,21,27,2623,0 days 00:01:49.401000,[],0,[],[],0,0,no_spox,Empty,Empty,Empty,"('Empty', 'The frame contains only text and branding without any discernible subject or focus.')",Empty,Empty,Empty,Empty,"('Empty', 'Motivation: The frame is completely filled with text and logos, with no visible subject or environment.)",Empty,Empty,Empty,Empty,"('Empty', 'The frame contains only text and branding with no discernible subject or focus.')",Empty,Empty,Empty,Empty,"('Empty', 'Motivation: The image is completely empty with no discernible subject or focus, only showing the setting and environment. There are no people, objects, or any other elements present within the frame.)",Empty,Empty,Empty,Empty,"('Empty', 'The frame contains only text and branding without any discernible subject or focus.')",Empty,Empty,Empty,Empty,"(Uncertain, 'Motivation') - The image appears to be an empty frame with no discernible subject or focus. However, without additional context or visual elements, it's difficult to determine if there is any background detail or setting present.",Empty,Empty,Empty,Empty,military care,military hospital,military hospital,Graphics,Graphics,Graphics,Non-combat,Non-combat,Non-combat
7326535798906457346.mp4_scene_22,7326535798906457346,3d0ad485936bf3a6518f8633d15848b8,1835,0 days 00:01:16.535000,23.976,1891,0 days 00:01:18.871000,23.976,22,27,2623,0 days 00:01:49.401000,"[(222, 386, 407, 201)]",1,['face_260'],['M'],1,0,M,Medium close up,Medium close up,Medium close up,"('Close up', 'The subject fills most of the frame and their face and upper body are prominently featured.')",Medium close up,Medium shot,Medium shot,Close up,"('Close up', 'The subject is framed from the head up and takes up most of the frame, with the background being blurred and out of focus.')",Close up,MCU,MCU,MCU,"('MCU', 'The subject is framed from chest up and takes up most of the frame, focusing on their upper body and face.')",MCU,CU,CU,CU,"('CU', 'The subject occupies most of the frame from head to shoulders, with the background showing some context but not dominating the shot.')",CU,Medium close up,Medium close up,Medium close up,"('Medium close up', 'The subject is framed from the chest up and takes up most of the frame, focusing on their upper body.')",Medium close up,Medium shot,Medium shot,Medium shot,"('Medium close up', 'The subject is framed from the head up and takes up most of the frame, with a focus on their facial expressions and upper body gestures.')","The shot scale of this still image is ""Medium shot"". The subject, a person in military uniform, is framed from the waist up and takes up most of the frame.",Medium shot,Medium shot,Medium shot,outdoor forest,outdoor forest,outdoor forest,Outdoor,Outdoor,Outdoor,Non-combat,Non-combat,Non-combat
