id,spox_gender_m,location_m,combat_presence_m,shot_scale_m,selfie_m
7315022331728989442.mp4_scene_14,no_spox,Indoor,Combat,Empty,Non-selfie
7315022331728989442.mp4_scene_15,M,Outdoor,Non-combat,Empty,Non-selfie
7315022331728989442.mp4_scene_16,no_spox,Outdoor,Combat,Empty,Non-selfie
7315022331728989442.mp4_scene_17,M,Outdoor,Non-combat,Empty,Non-selfie
7315022331728989442.mp4_scene_18,M,Outdoor,Non-combat,Empty,Non-selfie
7315022331728989442.mp4_scene_19,M,Outdoor,Non-combat,Empty,Non-selfie
7315022331728989442.mp4_scene_20,M,Outdoor,Non-combat,Empty,Non-selfie
7315022331728989442.mp4_scene_21,M,Outdoor,Non-combat,Empty,Non-selfie
7317201174090779905.mp4_scene_1,F,Indoor,Combat,Medium full shot,Non-selfie
7317201174090779905.mp4_scene_2,no_spox,Outdoor,Non-combat,Full shot,Non-selfie
7317201174090779905.mp4_scene_3,no_spox,Indoor,Combat,Empty,Non-selfie
7317201174090779905.mp4_scene_4,F,Indoor,Combat,Medium full shot,Non-selfie
7317201174090779905.mp4_scene_5,F,Indoor,Combat,Medium full shot,Non-selfie
7317201174090779905.mp4_scene_6,F,Indoor,Combat,Full shot,Non-selfie
7317201174090779905.mp4_scene_7,no_spox,Indoor,Combat,Empty,Non-selfie
7317201174090779905.mp4_scene_8,no_spox,Indoor,Combat,Empty,Non-selfie
7317601260947918082.mp4_scene_1,F,Indoor,Non-combat,Medium shot,Non-selfie
7317601260947918082.mp4_scene_2,F,Indoor,Non-combat,Medium shot,Non-selfie
7317601260947918082.mp4_scene_3,F,Indoor,Non-combat,Medium close up,Non-selfie
7317601260947918082.mp4_scene_4,F,Indoor,Non-combat,Medium shot,Non-selfie
7317601260947918082.mp4_scene_5,no_spox,Graphics,Graphics,Empty,Non-selfie
7317601260947918082.mp4_scene_6,F,Indoor,Non-combat,Medium close up,Non-selfie
7317601260947918082.mp4_scene_7,F,Indoor,Non-combat,Medium shot,Non-selfie
7317601260947918082.mp4_scene_8,F,Indoor,Non-combat,Medium close up,Non-selfie
7317601260947918082.mp4_scene_9,F,Indoor,Non-combat,Medium close up,Non-selfie
7317601260947918082.mp4_scene_10,no_spox,Graphics,Graphics,Empty,Non-selfie
7317601260947918082.mp4_scene_11,F,Indoor,Non-combat,Medium close up,Non-selfie
7317601260947918082.mp4_scene_12,no_spox,Graphics,Graphics,Empty,Non-selfie
7317601260947918082.mp4_scene_13,no_spox,Graphics,Graphics,Empty,Non-selfie
7317601260947918082.mp4_scene_14,F,Indoor,Non-combat,Medium close up,Non-selfie
7317601260947918082.mp4_scene_15,no_spox,Graphics,Graphics,Empty,Non-selfie
7317601260947918082.mp4_scene_16,no_spox,Graphics,Graphics,Empty,Non-selfie
7317601260947918082.mp4_scene_17,no_spox,Graphics,Graphics,Empty,Non-selfie
7317601260947918082.mp4_scene_18,no_spox,Graphics,Graphics,Empty,Non-selfie
7317601260947918082.mp4_scene_19,F,Indoor,Non-combat,Medium close up,Non-selfie
7317601260947918082.mp4_scene_20,F,Indoor,Non-combat,Medium close up,Non-selfie
7317601260947918082.mp4_scene_21,no_spox,Graphics,Graphics,Empty,Non-selfie
7317601260947918082.mp4_scene_22,F,Indoor,Non-combat,Medium close up,Non-selfie
7317601260947918082.mp4_scene_23,F,Indoor,Non-combat,Medium shot,Non-selfie
7317601260947918082.mp4_scene_24,F,Indoor,Non-combat,Medium close up,Non-selfie
7317601260947918082.mp4_scene_25,no_spox,Graphics,Graphics,Empty,Non-selfie
7324294674678549762.mp4_scene_1,M,Indoor,Non-combat,Medium shot,Non-selfie
7324370718894951682.mp4_scene_1,M,Indoor,Non-combat,Medium full shot,Non-selfie
7324370718894951682.mp4_scene_2,M,Indoor,Non-combat,Medium shot,Non-selfie
7324370718894951682.mp4_scene_3,no_spox,Outdoor,Combat,Full shot,Non-selfie
7324370718894951682.mp4_scene_4,no_spox,Indoor,Combat,Full shot,Non-selfie
7324370718894951682.mp4_scene_5,no_spox,Outdoor,Combat,Wide shot,Non-selfie
7324370718894951682.mp4_scene_6,no_spox,Outdoor,Combat,Wide shot,Non-selfie
7324370718894951682.mp4_scene_7,M,Indoor,Non-combat,Medium full shot,Non-selfie
7324370718894951682.mp4_scene_8,no_spox,Outdoor,Combat,Full shot,Non-selfie
7324370718894951682.mp4_scene_9,no_spox,Graphics,Graphics,Empty,Non-selfie
7324370718894951682.mp4_scene_10,no_spox,Indoor,Combat,Full shot,Non-selfie
7324370718894951682.mp4_scene_11,no_spox,Indoor,Combat,Medium full shot,Non-selfie
7324370718894951682.mp4_scene_12,no_spox,Indoor,Combat,Full shot,Non-selfie
7324370718894951682.mp4_scene_13,M,Indoor,Non-combat,Medium full shot,Non-selfie
7324370718894951682.mp4_scene_14,no_spox,Outdoor,Combat,Medium shot,Non-selfie
7324370718894951682.mp4_scene_15,no_spox,Indoor,Combat,Full shot,Non-selfie
7324370718894951682.mp4_scene_16,no_spox,Outdoor,Combat,Wide shot,Non-selfie
7324370718894951682.mp4_scene_17,no_spox,Outdoor,Combat,Wide shot,Non-selfie
7324740003861466370.mp4_scene_1,M,Outdoor,Non-combat,Medium shot,Non-selfie
7324740003861466370.mp4_scene_2,M,Outdoor,Non-combat,Medium shot,Non-selfie
7324740003861466370.mp4_scene_3,M,Outdoor,Non-combat,Medium shot,Non-selfie
7324740003861466370.mp4_scene_4,M,Outdoor,Non-combat,Medium shot,Non-selfie
7324740003861466370.mp4_scene_5,M,Outdoor,Non-combat,Medium shot,Non-selfie
7324740003861466370.mp4_scene_6,M,Outdoor,Non-combat,Medium shot,Non-selfie
7325406945035209986.mp4_scene_1,F,Indoor,Non-combat,Medium close up,Non-selfie
7325406945035209986.mp4_scene_2,M,Indoor,Non-combat,Medium close up,Non-selfie
7325406945035209986.mp4_scene_3,F,Indoor,Non-combat,Medium close up,Non-selfie
7325406945035209986.mp4_scene_4,M,Indoor,Non-combat,Medium close up,Non-selfie
7325406945035209986.mp4_scene_5,F,Indoor,Non-combat,Medium close up,Non-selfie
7325406945035209986.mp4_scene_6,M,Indoor,Non-combat,Medium close up,Non-selfie
7325406945035209986.mp4_scene_7,F,Indoor,Non-combat,Medium close up,Non-selfie
7325406945035209986.mp4_scene_8,M,Indoor,Non-combat,Medium close up,Non-selfie
7325406945035209986.mp4_scene_9,M,Indoor,Non-combat,Medium close up,Non-selfie
7326211728008629505.mp4_scene_1,M,Outdoor,Non-combat,Medium shot,Non-selfie
7326211728008629505.mp4_scene_2,no_spox,Outdoor,Combat,Empty,Non-selfie
7326211728008629505.mp4_scene_3,no_spox,Outdoor,Combat,Empty,Non-selfie
7326211728008629505.mp4_scene_4,no_spox,Outdoor,Combat,Empty,Non-selfie
7326211728008629505.mp4_scene_5,M,Outdoor,Non-combat,Medium shot,Non-selfie
7326211728008629505.mp4_scene_6,M,Outdoor,Non-combat,Medium shot,Non-selfie
7326211728008629505.mp4_scene_7,M,Outdoor,Non-combat,Medium shot,Non-selfie
7326211728008629505.mp4_scene_8,no_spox,Outdoor,Combat,Wide shot,Non-selfie
7326211728008629505.mp4_scene_9,no_spox,Outdoor,Combat,Wide shot,Non-selfie
7326211728008629505.mp4_scene_10,M,Outdoor,Combat,Medium full shot,Non-selfie
7326211728008629505.mp4_scene_11,no_spox,Outdoor,Combat,Empty,Non-selfie
7326211728008629505.mp4_scene_12,no_spox,Indoor,Combat,Empty,Non-selfie
7326211728008629505.mp4_scene_13,no_spox,Outdoor,Combat,Full shot,Non-selfie
7326211728008629505.mp4_scene_14,no_spox,Outdoor,Combat,Empty,Non-selfie
7326211728008629505.mp4_scene_15,no_spox,Outdoor,Combat,Empty,Non-selfie
7326211728008629505.mp4_scene_16,no_spox,Outdoor,Combat,Empty,Non-selfie
7326211728008629505.mp4_scene_17,no_spox,Outdoor,Combat,Empty,Non-selfie
7326211728008629505.mp4_scene_18,M,Outdoor,Non-combat,Medium shot,Non-selfie
7326211728008629505.mp4_scene_19,M,Outdoor,Non-combat,Medium shot,Non-selfie
7326211728008629505.mp4_scene_20,no_spox,Outdoor,Non-combat,Empty,Non-selfie
7326211728008629505.mp4_scene_21,no_spox,Outdoor,Non-combat,Empty,Non-selfie
7326211728008629505.mp4_scene_22,M,Outdoor,Non-combat,Medium shot,Non-selfie
7326535798906457346.mp4_scene_1,M,Outdoor,Non-combat,Medium shot,Non-selfie
7326535798906457346.mp4_scene_2,no_spox,Graphics,Graphics,Empty,Non-selfie
7326535798906457346.mp4_scene_3,M,Outdoor,Non-combat,Medium close up,Non-selfie
7326535798906457346.mp4_scene_4,M,Outdoor,Non-combat,Medium shot,Non-selfie
7326535798906457346.mp4_scene_5,no_spox,Graphics,Graphics,Empty,Non-selfie
7326535798906457346.mp4_scene_6,M,Outdoor,Non-combat,Medium shot,Non-selfie
7326535798906457346.mp4_scene_7,M,Outdoor,Non-combat,Medium close up,Non-selfie
7326535798906457346.mp4_scene_8,no_spox,Graphics,Graphics,Empty,Non-selfie
7326535798906457346.mp4_scene_9,M,Outdoor,Non-combat,Medium close up,Non-selfie
7326535798906457346.mp4_scene_10,M,Outdoor,Non-combat,Medium shot,Non-selfie
7326535798906457346.mp4_scene_11,M,Outdoor,Non-combat,Medium close up,Non-selfie
7326535798906457346.mp4_scene_12,no_spox,Graphics,Graphics,Empty,Non-selfie
7326535798906457346.mp4_scene_13,M,Outdoor,Non-combat,Medium close up,Non-selfie
7326535798906457346.mp4_scene_14,M,Outdoor,Non-combat,Medium shot,Non-selfie
7326535798906457346.mp4_scene_15,M,Outdoor,Non-combat,Medium close up,Non-selfie
7326535798906457346.mp4_scene_16,M,Outdoor,Non-combat,Medium shot,Non-selfie
7326535798906457346.mp4_scene_17,M,Outdoor,Non-combat,Medium close up,Non-selfie
7326535798906457346.mp4_scene_18,M,Outdoor,Non-combat,Medium shot,Non-selfie
7326535798906457346.mp4_scene_19,M,Outdoor,Non-combat,Medium close up,Non-selfie
7326535798906457346.mp4_scene_20,M,Outdoor,Non-combat,Medium shot,Non-selfie
7326535798906457346.mp4_scene_21,no_spox,Graphics,Graphics,Empty,Non-selfie
7326535798906457346.mp4_scene_22,M,Outdoor,Non-combat,Medium shot,Non-selfie
7326535798906457346.mp4_scene_23,M,Outdoor,Non-combat,Medium close up,Non-selfie
7326535798906457346.mp4_scene_24,M,Outdoor,Non-combat,Medium shot,Non-selfie
7326535798906457346.mp4_scene_25,no_spox,Graphics,Graphics,Empty,Non-selfie
7326535798906457346.mp4_scene_26,M,Outdoor,Non-combat,Medium shot,Non-selfie
7326535798906457346.mp4_scene_27,M,Outdoor,Non-combat,Medium close up,Non-selfie
7326891550598761729.mp4_scene_1,M,Outdoor,Non-combat,Medium shot,Non-selfie
7326891550598761729.mp4_scene_2,no_spox,Outdoor,Non-combat,Empty,Non-selfie
7326891550598761729.mp4_scene_3,M,Outdoor,Non-combat,Close up,Non-selfie
7326891550598761729.mp4_scene_4,no_spox,Outdoor,Non-combat,Empty,Non-selfie
7326891550598761729.mp4_scene_5,M,Outdoor,Non-combat,Medium close up,Non-selfie
7326891550598761729.mp4_scene_6,no_spox,Outdoor,Combat,Wide shot,Non-selfie
7326891550598761729.mp4_scene_7,M,Outdoor,Combat,Close up,Non-selfie
7326891550598761729.mp4_scene_8,no_spox,Graphics,Graphics,Empty,Non-selfie
7326891550598761729.mp4_scene_9,no_spox,Graphics,Graphics,Empty,Non-selfie
7326891550598761729.mp4_scene_10,M,Outdoor,Non-combat,Close up,Non-selfie
7326891550598761729.mp4_scene_11,F,Outdoor,Combat,Close up,Non-selfie
7326891550598761729.mp4_scene_12,M,Outdoor,Non-combat,Medium close up,Non-selfie
7326891550598761729.mp4_scene_13,M,Outdoor,Combat,Medium shot,Non-selfie
7326891550598761729.mp4_scene_14,no_spox,Graphics,Graphics,Empty,Non-selfie
7326891550598761729.mp4_scene_15,no_spox,Indoor,Combat,Empty,Non-selfie
7326891550598761729.mp4_scene_16,no_spox,Indoor,Combat,Empty,Non-selfie
7326891550598761729.mp4_scene_17,F,Outdoor,Non-combat,Medium full shot,Non-selfie
7326891550598761729.mp4_scene_18,M,Outdoor,Combat,Close up,Non-selfie
7326891550598761729.mp4_scene_19,no_spox,Indoor,Combat,Medium shot,Non-selfie
7326891550598761729.mp4_scene_20,no_spox,Indoor,Combat,Empty,Non-selfie
7326891550598761729.mp4_scene_21,no_spox,Indoor,Combat,Medium shot,Non-selfie
7326891550598761729.mp4_scene_22,no_spox,Outdoor,Combat,Full shot,Non-selfie
7326891550598761729.mp4_scene_23,no_spox,Outdoor,Non-combat,Close up,Non-selfie
7326891550598761729.mp4_scene_24,no_spox,Outdoor,Non-combat,Close up,Non-selfie
7326891550598761729.mp4_scene_25,no_spox,Outdoor,Non-combat,Close up,Non-selfie
7326891550598761729.mp4_scene_26,no_spox,Outdoor,Non-combat,Close up,Non-selfie
7326891550598761729.mp4_scene_27,no_spox,Graphics,Graphics,Empty,Non-selfie
7329195147223125249.mp4_scene_1,M,Indoor,Non-combat,Medium close up,Non-selfie
7329195147223125249.mp4_scene_2,no_spox,Graphics,Graphics,Empty,Non-selfie
7329565276624719105.mp4_scene_1,F,Outdoor,Non-combat,Medium close up,Selfie
7329565276624719105.mp4_scene_2,F,Outdoor,Non-combat,Medium close up,Selfie
7329565276624719105.mp4_scene_3,F,Outdoor,Non-combat,Medium close up,Selfie
7329565276624719105.mp4_scene_4,F,Outdoor,Non-combat,Medium close up,Selfie
7329565276624719105.mp4_scene_5,F,Outdoor,Non-combat,Medium close up,Selfie
7329565276624719105.mp4_scene_6,F,Indoor,Non-combat,Medium close up,Selfie
7329957191299943681.mp4_scene_1,M,Outdoor,Non-combat,Medium full shot,Non-selfie
7329957191299943681.mp4_scene_2,M,Outdoor,Non-combat,Medium full shot,Non-selfie
7329957191299943681.mp4_scene_3,F,Indoor,Combat,Medium full shot,Non-selfie
7329957191299943681.mp4_scene_4,M,Outdoor,Non-combat,Medium full shot,Non-selfie
7329957191299943681.mp4_scene_5,M,Outdoor,Non-combat,Medium full shot,Non-selfie
7329957191299943681.mp4_scene_6,M,Outdoor,Non-combat,Medium full shot,Non-selfie
7329957191299943681.mp4_scene_7,F,Indoor,Combat,Medium full shot,Non-selfie
7329957191299943681.mp4_scene_8,F,Indoor,Combat,Medium shot,Non-selfie
7329957191299943681.mp4_scene_9,M,Outdoor,Non-combat,Medium full shot,Non-selfie
7329957191299943681.mp4_scene_10,M,Outdoor,Non-combat,Medium full shot,Non-selfie
7329957191299943681.mp4_scene_11,M,Outdoor,Non-combat,Medium full shot,Non-selfie
7329957191299943681.mp4_scene_12,M,Outdoor,Non-combat,Medium shot,Non-selfie
7329957191299943681.mp4_scene_13,M,Outdoor,Non-combat,Medium full shot,Non-selfie
7329957191299943681.mp4_scene_14,M,Outdoor,Non-combat,Medium full shot,Non-selfie
7329957191299943681.mp4_scene_15,M,Outdoor,Non-combat,Medium shot,Non-selfie
7329957191299943681.mp4_scene_16,M,Outdoor,Non-combat,Medium full shot,Non-selfie
7329957191299943681.mp4_scene_17,F,Indoor,Combat,Medium full shot,Non-selfie
7331799655585516802.mp4_scene_1,no_spox,Outdoor,Combat,Full shot,Non-selfie
7331799655585516802.mp4_scene_2,no_spox,Outdoor,Combat,Full shot,Non-selfie
7331799655585516802.mp4_scene_3,no_spox,Outdoor,Combat,Wide shot,Non-selfie
7331799655585516802.mp4_scene_4,no_spox,Outdoor,Combat,Full shot,Non-selfie
7331799655585516802.mp4_scene_5,no_spox,Indoor,Combat,Full shot,Non-selfie
7331799655585516802.mp4_scene_6,no_spox,Outdoor,Combat,Wide shot,Non-selfie
7331799655585516802.mp4_scene_7,M,Outdoor,Non-combat,Medium shot,Non-selfie
7331799655585516802.mp4_scene_8,F,Outdoor,Combat,Medium shot,Non-selfie
7331799655585516802.mp4_scene_9,M,Outdoor,Combat,Medium shot,Non-selfie
7331799655585516802.mp4_scene_10,F,Outdoor,Non-combat,Medium full shot,Non-selfie
7331799655585516802.mp4_scene_11,M,Outdoor,Combat,Medium shot,Non-selfie
7331799655585516802.mp4_scene_12,M,Outdoor,Non-combat,Medium shot,Non-selfie
7331799655585516802.mp4_scene_13,M,Outdoor,Non-combat,Medium shot,Non-selfie
7331799655585516802.mp4_scene_14,no_spox,Graphics,Graphics,Empty,Non-selfie
7331799655585516802.mp4_scene_15,M,Outdoor,Combat,Medium shot,Non-selfie
7331799655585516802.mp4_scene_16,M,Outdoor,Combat,Medium shot,Non-selfie
7331799655585516802.mp4_scene_17,M,Outdoor,Combat,Medium shot,Non-selfie
7331799655585516802.mp4_scene_18,M,Outdoor,Combat,Medium shot,Non-selfie
7331799655585516802.mp4_scene_19,M,Outdoor,Combat,Medium shot,Non-selfie
7331799655585516802.mp4_scene_20,M,Outdoor,Combat,Medium shot,Non-selfie
7331799655585516802.mp4_scene_21,no_spox,Graphics,Graphics,Empty,Non-selfie
7331799655585516802.mp4_scene_22,F,Outdoor,Non-combat,Medium full shot,Non-selfie
7331799655585516802.mp4_scene_23,M,Outdoor,Non-combat,Medium shot,Non-selfie
7331799655585516802.mp4_scene_24,M,Outdoor,Non-combat,Medium shot,Non-selfie
7331799655585516802.mp4_scene_25,M,Outdoor,Non-combat,Medium shot,Non-selfie
7331799655585516802.mp4_scene_26,M,Outdoor,Combat,Medium shot,Non-selfie
7331799655585516802.mp4_scene_27,F,Outdoor,Combat,Medium shot,Non-selfie
7331799655585516802.mp4_scene_28,M,Outdoor,Combat,Medium shot,Non-selfie
7331799655585516802.mp4_scene_29,M,Outdoor,Combat,Medium shot,Non-selfie
7331799655585516802.mp4_scene_30,M,Outdoor,Combat,Medium shot,Non-selfie
7331799655585516802.mp4_scene_31,no_spox,Graphics,Graphics,Empty,Non-selfie
7331799655585516802.mp4_scene_32,M,Outdoor,Non-combat,Medium shot,Non-selfie
7331799655585516802.mp4_scene_33,M,Outdoor,Non-combat,Medium shot,Non-selfie
7331799655585516802.mp4_scene_34,M,Outdoor,Non-combat,Medium shot,Non-selfie
7331799655585516802.mp4_scene_35,M,Outdoor,Non-combat,Medium shot,Non-selfie
7331799655585516802.mp4_scene_36,M,Outdoor,Non-combat,Medium shot,Non-selfie
7331799655585516802.mp4_scene_37,M,Outdoor,Non-combat,Medium shot,Non-selfie
7331799655585516802.mp4_scene_38,M,Outdoor,Non-combat,Medium shot,Non-selfie
7331799655585516802.mp4_scene_39,M,Outdoor,Non-combat,Medium shot,Non-selfie
7331799655585516802.mp4_scene_40,M,Outdoor,Non-combat,Medium shot,Non-selfie
7331799655585516802.mp4_scene_41,M,Outdoor,Non-combat,Medium shot,Non-selfie
7331799655585516802.mp4_scene_42,no_spox,Graphics,Graphics,Empty,Non-selfie
7332472351809899778.mp4_scene_1,M,Outdoor,Non-combat,Medium shot,Non-selfie
7332472351809899778.mp4_scene_2,M,Outdoor,Non-combat,Medium shot,Non-selfie
7332472351809899778.mp4_scene_3,M,Outdoor,Non-combat,Medium shot,Non-selfie
7332472351809899778.mp4_scene_4,M,Outdoor,Non-combat,Medium shot,Non-selfie
7332472351809899778.mp4_scene_5,M,Outdoor,Non-combat,Medium shot,Non-selfie
7332472351809899778.mp4_scene_6,M,Outdoor,Non-combat,Medium shot,Non-selfie
7332472351809899778.mp4_scene_7,M,Outdoor,Non-combat,Medium shot,Non-selfie
7332472351809899778.mp4_scene_8,no_spox,Outdoor,Combat,Empty,Non-selfie
7332472351809899778.mp4_scene_9,no_spox,Outdoor,Combat,Empty,Non-selfie
7332472351809899778.mp4_scene_10,M,Outdoor,Non-combat,Medium shot,Non-selfie
7332472351809899778.mp4_scene_11,M,Outdoor,Non-combat,Medium shot,Non-selfie
7332472351809899778.mp4_scene_12,M,Outdoor,Non-combat,Medium shot,Non-selfie
7332849312847727874.mp4_scene_1,F,Outdoor,Combat,Medium close up,Selfie
7332849312847727874.mp4_scene_2,no_spox,Indoor,Combat,Medium full shot,Non-selfie
7332849312847727874.mp4_scene_3,F,Indoor,Combat,Medium close up,Selfie
7332849312847727874.mp4_scene_4,F,Indoor,Combat,Medium close up,Selfie
7332849312847727874.mp4_scene_5,F,Indoor,Combat,Medium close up,Selfie
7332849312847727874.mp4_scene_6,F,Indoor,Combat,Medium close up,Selfie
7332849312847727874.mp4_scene_7,no_spox,Indoor,Combat,Full shot,Non-selfie
7332849312847727874.mp4_scene_8,F,Indoor,Combat,Medium close up,Selfie
7332849312847727874.mp4_scene_9,no_spox,Indoor,Combat,Empty,Non-selfie
7332849312847727874.mp4_scene_10,F,Indoor,Combat,Medium close up,Selfie
7332849312847727874.mp4_scene_11,no_spox,Indoor,Combat,Empty,Non-selfie
7332905549010308354.mp4_scene_1,F,Outdoor,Non-combat,Medium full shot,Non-selfie
7332905549010308354.mp4_scene_2,no_spox,Outdoor,Combat,Wide shot,Non-selfie
7332905549010308354.mp4_scene_3,F,Outdoor,Non-combat,Medium full shot,Non-selfie
7332905549010308354.mp4_scene_4,no_spox,Outdoor,Non-combat,Wide shot,Non-selfie
7332905549010308354.mp4_scene_5,no_spox,Outdoor,Combat,Wide shot,Non-selfie
7332905549010308354.mp4_scene_6,F,Outdoor,Non-combat,Medium full shot,Non-selfie
7332905549010308354.mp4_scene_7,no_spox,Outdoor,Non-combat,Wide shot,Non-selfie
7332905549010308354.mp4_scene_8,F,Outdoor,Non-combat,Medium full shot,Non-selfie
7334671598806371586.mp4_scene_1,M,Indoor,Non-combat,Medium shot,Non-selfie
7338351922929323265.mp4_scene_1,M,Outdoor,Non-combat,Medium full shot,Non-selfie
7338351922929323265.mp4_scene_2,M,Outdoor,Non-combat,Medium full shot,Non-selfie
7340346344940358913.mp4_scene_1,F,Outdoor,Combat,Medium shot,Non-selfie
7340346344940358913.mp4_scene_2,no_spox,Outdoor,Combat,Full shot,Non-selfie
7340346344940358913.mp4_scene_3,F,Outdoor,Combat,Medium shot,Non-selfie
7340346344940358913.mp4_scene_4,no_spox,Outdoor,Combat,Wide shot,Non-selfie
7340346344940358913.mp4_scene_5,F,Outdoor,Combat,Medium shot,Non-selfie
7340346344940358913.mp4_scene_6,no_spox,Outdoor,Combat,Wide shot,Non-selfie
7340346344940358913.mp4_scene_7,no_spox,Outdoor,Combat,Wide shot,Non-selfie
7340346344940358913.mp4_scene_8,F,Outdoor,Combat,Medium shot,Non-selfie
7340346344940358913.mp4_scene_9,no_spox,Outdoor,Combat,Wide shot,Non-selfie
7340346344940358913.mp4_scene_10,F,Outdoor,Combat,Medium shot,Non-selfie
7340346344940358913.mp4_scene_11,F,Outdoor,Combat,Medium shot,Non-selfie
7340346344940358913.mp4_scene_12,F,Outdoor,Combat,Medium shot,Non-selfie
7340346344940358913.mp4_scene_13,no_spox,Outdoor,Combat,Empty,Non-selfie
7340346344940358913.mp4_scene_14,no_spox,Outdoor,Combat,Wide shot,Non-selfie
7340346344940358913.mp4_scene_15,F,Outdoor,Combat,Medium shot,Non-selfie
7340346344940358913.mp4_scene_16,F,Outdoor,Combat,Medium shot,Non-selfie
7340346344940358913.mp4_scene_17,F,Outdoor,Combat,Medium shot,Non-selfie
7340346344940358913.mp4_scene_18,F,Outdoor,Combat,Medium shot,Non-selfie
7340346344940358913.mp4_scene_19,no_spox,Indoor,Combat,Wide shot,Non-selfie
7340346344940358913.mp4_scene_20,F,Outdoor,Combat,Medium shot,Non-selfie
7341387991081864449.mp4_scene_1,no_spox,Outdoor,Combat,Wide shot,Non-selfie
7341387991081864449.mp4_scene_2,no_spox,Outdoor,Combat,Wide shot,Non-selfie
7341387991081864449.mp4_scene_3,no_spox,Outdoor,Combat,Wide shot,Non-selfie
7341387991081864449.mp4_scene_4,no_spox,Outdoor,Combat,Wide shot,Non-selfie
7341387991081864449.mp4_scene_5,M,Outdoor,Non-combat,Medium shot,Non-selfie
7341387991081864449.mp4_scene_6,M,Outdoor,Non-combat,Medium shot,Non-selfie
7341387991081864449.mp4_scene_7,no_spox,Outdoor,Combat,Medium full shot,Non-selfie
7341387991081864449.mp4_scene_8,no_spox,Outdoor,Combat,Full shot,Non-selfie
7341387991081864449.mp4_scene_9,M,Outdoor,Non-combat,Medium shot,Non-selfie
7341387991081864449.mp4_scene_10,no_spox,Outdoor,Combat,Wide shot,Non-selfie
7341387991081864449.mp4_scene_11,no_spox,Outdoor,Combat,Wide shot,Non-selfie
7341387991081864449.mp4_scene_12,M,Outdoor,Non-combat,Medium shot,Non-selfie
7341387991081864449.mp4_scene_13,M,Outdoor,Non-combat,Medium shot,Non-selfie
7341387991081864449.mp4_scene_14,M,Outdoor,Non-combat,Medium shot,Non-selfie
7341387991081864449.mp4_scene_15,no_spox,Outdoor,Combat,Wide shot,Non-selfie
7341387991081864449.mp4_scene_16,no_spox,Outdoor,Combat,Wide shot,Non-selfie
7341387991081864449.mp4_scene_17,no_spox,Outdoor,Combat,Wide shot,Non-selfie
7341387991081864449.mp4_scene_18,no_spox,Outdoor,Combat,Empty,Non-selfie
7343946884572105985.mp4_scene_1,F,Outdoor,Combat,Medium full shot,Non-selfie
7343946884572105985.mp4_scene_2,F,Outdoor,Combat,Medium shot,Non-selfie
7343946884572105985.mp4_scene_3,F,Indoor,Combat,Medium shot,Non-selfie
7343946884572105985.mp4_scene_4,F,Outdoor,Non-combat,Medium shot,Non-selfie
7343946884572105985.mp4_scene_5,F,Indoor,Non-combat,Medium shot,Non-selfie
7343946884572105985.mp4_scene_6,F,Outdoor,Non-combat,Medium shot,Non-selfie
7343946884572105985.mp4_scene_7,F,Outdoor,Combat,Medium shot,Non-selfie
7343946884572105985.mp4_scene_8,F,Outdoor,Non-combat,Medium shot,Non-selfie
7343946884572105985.mp4_scene_9,F,Indoor,Non-combat,Medium shot,Non-selfie
7343946884572105985.mp4_scene_10,F,Indoor,Combat,Medium shot,Non-selfie
7343946884572105985.mp4_scene_11,F,Outdoor,Non-combat,Medium shot,Non-selfie
7343946884572105985.mp4_scene_12,F,Outdoor,Combat,Medium shot,Non-selfie
7343946884572105985.mp4_scene_13,F,Outdoor,Non-combat,Medium shot,Non-selfie
7343946884572105985.mp4_scene_14,F,Indoor,Combat,Medium shot,Non-selfie
7343946884572105985.mp4_scene_15,F,Indoor,Non-combat,Medium shot,Non-selfie
7343946884572105985.mp4_scene_16,F,Outdoor,Non-combat,Medium shot,Non-selfie
7343946884572105985.mp4_scene_17,F,Indoor,Non-combat,Medium shot,Non-selfie
7343946884572105985.mp4_scene_18,F,Indoor,Combat,Medium shot,Non-selfie
7343946884572105985.mp4_scene_19,F,Indoor,Combat,Medium shot,Non-selfie
7343946884572105985.mp4_scene_20,F,Indoor,Non-combat,Medium shot,Non-selfie
7343946884572105985.mp4_scene_21,F,Indoor,Combat,Medium shot,Non-selfie
7343946884572105985.mp4_scene_22,F,Outdoor,Non-combat,Medium shot,Non-selfie
7343946884572105985.mp4_scene_23,F,Outdoor,Non-combat,Medium shot,Non-selfie
7343946884572105985.mp4_scene_24,F,Outdoor,Non-combat,Medium shot,Non-selfie
7344718953144536322.mp4_scene_1,M,Outdoor,Non-combat,Medium shot,Non-selfie
7344718953144536322.mp4_scene_2,M,Outdoor,Non-combat,Medium shot,Non-selfie
7344718953144536322.mp4_scene_3,M,Outdoor,Non-combat,Medium shot,Non-selfie
7344718953144536322.mp4_scene_4,M,Outdoor,Non-combat,Medium shot,Non-selfie
7344718953144536322.mp4_scene_5,M,Outdoor,Non-combat,Medium shot,Non-selfie
7344718953144536322.mp4_scene_6,M,Outdoor,Non-combat,Medium shot,Non-selfie
7344718953144536322.mp4_scene_7,M,Outdoor,Non-combat,Medium shot,Non-selfie
7345833350906563841.mp4_scene_1,M,Outdoor,Combat,Medium full shot,Non-selfie
7345833350906563841.mp4_scene_2,M,Outdoor,Combat,Medium full shot,Non-selfie
